Cycle,Year,Medical School Name,Short Name,Cost Type,Ownership Type,Residence Status,Health Insurance Required ,Health Insurance Waived,Reported Cost
2013-14,2013,University of Virginia School of Medicine,Virginia,Health Insurance,Public,Resident,Yes,Yes,2574.0
2013-14,2013,University of Virginia School of Medicine,Virginia,Tuition,Public,Nonresident,Yes,Yes,52112.0
2013-14,2013,University of Virginia School of Medicine,Virginia,Tuition,Public,Resident,Yes,Yes,42332.0
2013-14,2013,University of Virginia School of Medicine,Virginia,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,59422.0
2013-14,2013,University of Virginia School of Medicine,Virginia,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,48960.0
2013-14,2013,University of Washington School of Medicine,U Washington,Fees,Public,Nonresident,No,,1092.0
2013-14,2013,University of Washington School of Medicine,U Washington,Fees,Public,Resident,No,,1092.0
2013-14,2013,University of Washington School of Medicine,U Washington,Health Insurance,Public,Nonresident,No,,0.0
2013-14,2013,University of Washington School of Medicine,U Washington,Health Insurance,Public,Resident,No,,0.0
2013-14,2013,University of Washington School of Medicine,U Washington,Tuition,Public,Nonresident,No,,58083.0
2013-14,2013,University of Washington School of Medicine,U Washington,Tuition,Public,Resident,No,,29094.0
2013-14,2013,University of Washington School of Medicine,U Washington,"Tuition, Fees, and Health Insurance",Public,Nonresident,No,,59175.0
2013-14,2013,University of Washington School of Medicine,U Washington,"Tuition, Fees, and Health Insurance",Public,Resident,No,,30186.0
2013-14,2013,University of Wisconsin School of Medicine and Public Health,Wisconsin,Fees,Public,Nonresident,Yes,Yes,1100.0
2013-14,2013,University of Wisconsin School of Medicine and Public Health,Wisconsin,Fees,Public,Resident,Yes,Yes,1100.0
2013-14,2013,University of Wisconsin School of Medicine and Public Health,Wisconsin,Health Insurance,Public,Nonresident,Yes,Yes,2625.0
2013-14,2013,University of Wisconsin School of Medicine and Public Health,Wisconsin,Health Insurance,Public,Resident,Yes,Yes,2625.0
2013-14,2013,University of Wisconsin School of Medicine and Public Health,Wisconsin,Tuition,Public,Nonresident,Yes,Yes,33732.0
2013-14,2013,University of Wisconsin School of Medicine and Public Health,Wisconsin,Tuition,Public,Resident,Yes,Yes,23836.0
2013-14,2013,University of Wisconsin School of Medicine and Public Health,Wisconsin,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,37457.0
2013-14,2013,University of Wisconsin School of Medicine and Public Health,Wisconsin,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,27561.0
2013-14,2013,Vanderbilt University School of Medicine,Vanderbilt,Fees,Private,Nonresident,Yes,Yes,1194.0
2013-14,2013,Vanderbilt University School of Medicine,Vanderbilt,Fees,Private,Resident,Yes,Yes,1194.0
2013-14,2013,Vanderbilt University School of Medicine,Vanderbilt,Health Insurance,Private,Nonresident,Yes,Yes,2239.0
2013-14,2013,Vanderbilt University School of Medicine,Vanderbilt,Health Insurance,Private,Resident,Yes,Yes,2239.0
2013-14,2013,Vanderbilt University School of Medicine,Vanderbilt,Tuition,Private,Nonresident,Yes,Yes,44030.0
2013-14,2013,Vanderbilt University School of Medicine,Vanderbilt,Tuition,Private,Resident,Yes,Yes,44030.0
2013-14,2013,Vanderbilt University School of Medicine,Vanderbilt,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,47463.0
2013-14,2013,Vanderbilt University School of Medicine,Vanderbilt,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,47463.0
2013-14,2013,Virginia Commonwealth University School of Medicine,Virginia Commonwealth,Fees,Public,Nonresident,Yes,Yes,3081.0
2013-14,2013,Virginia Commonwealth University School of Medicine,Virginia Commonwealth,Fees,Public,Resident,Yes,Yes,2469.0
2013-14,2013,Virginia Commonwealth University School of Medicine,Virginia Commonwealth,Health Insurance,Public,Nonresident,Yes,Yes,2200.0
2013-14,2013,Virginia Commonwealth University School of Medicine,Virginia Commonwealth,Health Insurance,Public,Resident,Yes,Yes,2200.0
2013-14,2013,Virginia Commonwealth University School of Medicine,Virginia Commonwealth,Tuition,Public,Nonresident,Yes,Yes,43786.0
2013-14,2013,Virginia Commonwealth University School of Medicine,Virginia Commonwealth,Tuition,Public,Resident,Yes,Yes,28661.0
2013-14,2013,Virginia Commonwealth University School of Medicine,Virginia Commonwealth,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,49067.0
2013-14,2013,Virginia Commonwealth University School of Medicine,Virginia Commonwealth,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,33330.0
2013-14,2013,Virginia Tech Carilion School of Medicine,Virginia Tech Carilion,Fees,Public,Nonresident,Yes,Yes,155.0
2013-14,2013,Virginia Tech Carilion School of Medicine,Virginia Tech Carilion,Fees,Public,Resident,Yes,Yes,155.0
2013-14,2013,Virginia Tech Carilion School of Medicine,Virginia Tech Carilion,Health Insurance,Public,Nonresident,Yes,Yes,2257.0
2013-14,2013,Virginia Tech Carilion School of Medicine,Virginia Tech Carilion,Health Insurance,Public,Resident,Yes,Yes,2257.0
2013-14,2013,Virginia Tech Carilion School of Medicine,Virginia Tech Carilion,Tuition,Public,Nonresident,Yes,Yes,43596.0
2013-14,2013,Virginia Tech Carilion School of Medicine,Virginia Tech Carilion,Tuition,Public,Resident,Yes,Yes,43596.0
2013-14,2013,Virginia Tech Carilion School of Medicine,Virginia Tech Carilion,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,46008.0
2013-14,2013,Virginia Tech Carilion School of Medicine,Virginia Tech Carilion,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,46008.0
2013-14,2013,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Wake Forest,Fees,Private,Nonresident,Yes,Yes,1788.0
2013-14,2013,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Wake Forest,Fees,Private,Resident,Yes,Yes,1788.0
2013-14,2013,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Wake Forest,Health Insurance,Private,Nonresident,Yes,Yes,2820.0
2013-14,2013,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Wake Forest,Health Insurance,Private,Resident,Yes,Yes,2820.0
2013-14,2013,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Wake Forest,Tuition,Private,Nonresident,Yes,Yes,46484.0
2013-14,2013,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Wake Forest,Tuition,Private,Resident,Yes,Yes,46484.0
2013-14,2013,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Wake Forest,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,51092.0
2013-14,2013,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,Wake Forest,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,51092.0
2013-14,2013,Washington University in St. Louis School of Medicine,Washington U St Louis,Fees,Private,Nonresident,Yes,No,0.0
2013-14,2013,Washington University in St. Louis School of Medicine,Washington U St Louis,Fees,Private,Resident,Yes,No,0.0
2013-14,2013,Washington University in St. Louis School of Medicine,Washington U St Louis,Health Insurance,Private,Nonresident,Yes,No,
2013-14,2013,Washington University in St. Louis School of Medicine,Washington U St Louis,Health Insurance,Private,Resident,Yes,No,
2013-14,2013,Washington University in St. Louis School of Medicine,Washington U St Louis,Tuition,Private,Nonresident,Yes,No,54050.0
2013-14,2013,Washington University in St. Louis School of Medicine,Washington U St Louis,Tuition,Private,Resident,Yes,No,54050.0
2013-14,2013,Washington University in St. Louis School of Medicine,Washington U St Louis,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,No,54050.0
2013-14,2013,Washington University in St. Louis School of Medicine,Washington U St Louis,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,No,54050.0
2013-14,2013,Wayne State University School of Medicine,Wayne State,Fees,Public,Nonresident,Yes,Yes,1935.0
2013-14,2013,Wayne State University School of Medicine,Wayne State,Fees,Public,Resident,Yes,Yes,1935.0
2013-14,2013,Wayne State University School of Medicine,Wayne State,Health Insurance,Public,Nonresident,Yes,Yes,2529.0
2013-14,2013,Wayne State University School of Medicine,Wayne State,Health Insurance,Public,Resident,Yes,Yes,2529.0
2013-14,2013,Wayne State University School of Medicine,Wayne State,Tuition,Public,Nonresident,Yes,Yes,62130.0
2013-14,2013,Wayne State University School of Medicine,Wayne State,Tuition,Public,Resident,Yes,Yes,29855.0
2013-14,2013,Wayne State University School of Medicine,Wayne State,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,66594.0
2013-14,2013,Wayne State University School of Medicine,Wayne State,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,34319.0
2013-14,2013,Weill Cornell Medicine,Cornell-Weill,Fees,Private,Nonresident,Yes,Yes,3388.0
2013-14,2013,Weill Cornell Medicine,Cornell-Weill,Fees,Private,Resident,Yes,Yes,3388.0
2013-14,2013,Weill Cornell Medicine,Cornell-Weill,Health Insurance,Private,Nonresident,Yes,Yes,4989.0
2013-14,2013,Weill Cornell Medicine,Cornell-Weill,Health Insurance,Private,Resident,Yes,Yes,4989.0
2013-14,2013,Weill Cornell Medicine,Cornell-Weill,Tuition,Private,Nonresident,Yes,Yes,48500.0
2013-14,2013,Weill Cornell Medicine,Cornell-Weill,Tuition,Private,Resident,Yes,Yes,48500.0
2013-14,2013,Weill Cornell Medicine,Cornell-Weill,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,56877.0
2013-14,2013,Weill Cornell Medicine,Cornell-Weill,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,56877.0
2013-14,2013,West Virginia University School of Medicine,West Virginia,Fees,Public,Nonresident,Yes,Yes,1224.0
2013-14,2013,West Virginia University School of Medicine,West Virginia,Fees,Public,Resident,Yes,Yes,1224.0
2013-14,2013,West Virginia University School of Medicine,West Virginia,Health Insurance,Public,Nonresident,Yes,Yes,1542.0
2013-14,2013,West Virginia University School of Medicine,West Virginia,Health Insurance,Public,Resident,Yes,Yes,1542.0
2013-14,2013,West Virginia University School of Medicine,West Virginia,Tuition,Public,Nonresident,Yes,Yes,51804.0
2013-14,2013,West Virginia University School of Medicine,West Virginia,Tuition,Public,Resident,Yes,Yes,25380.0
2013-14,2013,West Virginia University School of Medicine,West Virginia,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,54570.0
2013-14,2013,West Virginia University School of Medicine,West Virginia,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,28146.0
2013-14,2013,Wright State University Boonshoft School of Medicine,Wright State-Boonshoft,Fees,Public,Nonresident,Yes,Yes,2588.0
2013-14,2013,Wright State University Boonshoft School of Medicine,Wright State-Boonshoft,Fees,Public,Resident,Yes,Yes,2588.0
2013-14,2013,Wright State University Boonshoft School of Medicine,Wright State-Boonshoft,Health Insurance,Public,Nonresident,Yes,Yes,1938.0
2013-14,2013,Wright State University Boonshoft School of Medicine,Wright State-Boonshoft,Health Insurance,Public,Resident,Yes,Yes,1938.0
2013-14,2013,Wright State University Boonshoft School of Medicine,Wright State-Boonshoft,Tuition,Public,Nonresident,Yes,Yes,47502.0
2013-14,2013,Wright State University Boonshoft School of Medicine,Wright State-Boonshoft,Tuition,Public,Resident,Yes,Yes,30842.0
2013-14,2013,Wright State University Boonshoft School of Medicine,Wright State-Boonshoft,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,52028.0
2013-14,2013,Wright State University Boonshoft School of Medicine,Wright State-Boonshoft,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,35368.0
2013-14,2013,Yale School of Medicine,Yale,Fees,Private,Nonresident,Yes,Yes,605.0
2013-14,2013,Yale School of Medicine,Yale,Fees,Private,Resident,Yes,Yes,605.0
2013-14,2013,Yale School of Medicine,Yale,Health Insurance,Private,Nonresident,Yes,Yes,2340.0
2013-14,2013,Yale School of Medicine,Yale,Health Insurance,Private,Resident,Yes,Yes,2340.0
2013-14,2013,Yale School of Medicine,Yale,Tuition,Private,Nonresident,Yes,Yes,51480.0
2013-14,2013,Yale School of Medicine,Yale,Tuition,Private,Resident,Yes,Yes,51480.0
2013-14,2013,Yale School of Medicine,Yale,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,54425.0
2013-14,2013,Yale School of Medicine,Yale,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,54425.0
2014-15,2014,Albany Medical College,Albany,Fees,Private,Nonresident,Yes,Yes,1831.0
2014-15,2014,Albany Medical College,Albany,Fees,Private,Resident,Yes,Yes,1831.0
2014-15,2014,Albany Medical College,Albany,Health Insurance,Private,Nonresident,Yes,Yes,3168.0
2014-15,2014,Albany Medical College,Albany,Health Insurance,Private,Resident,Yes,Yes,3168.0
2014-15,2014,Albany Medical College,Albany,Tuition,Private,Nonresident,Yes,Yes,54272.0
2014-15,2014,Albany Medical College,Albany,Tuition,Private,Resident,Yes,Yes,54272.0
2014-15,2014,Albany Medical College,Albany,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,59271.0
2014-15,2014,Albany Medical College,Albany,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,59271.0
2014-15,2014,Albert Einstein College of Medicine,Einstein,Fees,Private,Nonresident,Yes,Yes,2802.0
2014-15,2014,Albert Einstein College of Medicine,Einstein,Fees,Private,Resident,Yes,Yes,2802.0
2014-15,2014,Albert Einstein College of Medicine,Einstein,Health Insurance,Private,Nonresident,Yes,Yes,4898.0
2014-15,2014,Albert Einstein College of Medicine,Einstein,Health Insurance,Private,Resident,Yes,Yes,4898.0
2014-15,2014,Albert Einstein College of Medicine,Einstein,Tuition,Private,Nonresident,Yes,Yes,45442.0
2014-15,2014,Albert Einstein College of Medicine,Einstein,Tuition,Private,Resident,Yes,Yes,45442.0
2014-15,2014,Albert Einstein College of Medicine,Einstein,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,53142.0
2014-15,2014,Albert Einstein College of Medicine,Einstein,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,53142.0
2014-15,2014,Baylor College of Medicine,Baylor,Fees,Private,Nonresident,Yes,Yes,11448.0
2014-15,2014,Baylor College of Medicine,Baylor,Fees,Private,Resident,Yes,Yes,11448.0
2014-15,2014,Baylor College of Medicine,Baylor,Health Insurance,Private,Nonresident,Yes,Yes,2667.0
2014-15,2014,Baylor College of Medicine,Baylor,Health Insurance,Private,Resident,Yes,Yes,2667.0
2014-15,2014,Baylor College of Medicine,Baylor,Tuition,Private,Nonresident,Yes,Yes,19650.0
2014-15,2014,Baylor College of Medicine,Baylor,Tuition,Private,Resident,Yes,Yes,6550.0
2014-15,2014,Baylor College of Medicine,Baylor,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,33765.0
2014-15,2014,Baylor College of Medicine,Baylor,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,20665.0
2014-15,2014,Boston University School of Medicine,Boston,Fees,Private,Nonresident,Yes,Yes,784.0
2014-15,2014,Boston University School of Medicine,Boston,Fees,Private,Resident,Yes,Yes,784.0
2014-15,2014,Boston University School of Medicine,Boston,Health Insurance,Private,Nonresident,Yes,Yes,2742.0
2014-15,2014,Boston University School of Medicine,Boston,Health Insurance,Private,Resident,Yes,Yes,2742.0
2014-15,2014,Boston University School of Medicine,Boston,Tuition,Private,Nonresident,Yes,Yes,53894.0
2014-15,2014,Boston University School of Medicine,Boston,Tuition,Private,Resident,Yes,Yes,53894.0
2014-15,2014,Boston University School of Medicine,Boston,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,57420.0
2014-15,2014,Boston University School of Medicine,Boston,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,57420.0
2014-15,2014,Brody School of Medicine at East Carolina University,East Carolina-Brody,Fees,Public,Nonresident,,,
2014-15,2014,Brody School of Medicine at East Carolina University,East Carolina-Brody,Fees,Public,Resident,Yes,Yes,2313.0
2014-15,2014,Brody School of Medicine at East Carolina University,East Carolina-Brody,Health Insurance,Public,Nonresident,,,
2014-15,2014,Brody School of Medicine at East Carolina University,East Carolina-Brody,Health Insurance,Public,Resident,Yes,Yes,1604.0
2014-15,2014,Brody School of Medicine at East Carolina University,East Carolina-Brody,Tuition,Public,Nonresident,,,
2014-15,2014,Brody School of Medicine at East Carolina University,East Carolina-Brody,Tuition,Public,Resident,Yes,Yes,16576.0
2014-15,2014,Brody School of Medicine at East Carolina University,East Carolina-Brody,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,
2014-15,2014,Brody School of Medicine at East Carolina University,East Carolina-Brody,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,20493.0
2014-15,2014,Case Western Reserve University School of Medicine,Case Western Reserve,Fees,Private,Nonresident,Yes,Yes,40.0
2014-15,2014,Case Western Reserve University School of Medicine,Case Western Reserve,Fees,Private,Resident,Yes,Yes,40.0
2014-15,2014,Case Western Reserve University School of Medicine,Case Western Reserve,Health Insurance,Private,Nonresident,Yes,Yes,1640.0
2014-15,2014,Case Western Reserve University School of Medicine,Case Western Reserve,Health Insurance,Private,Resident,Yes,Yes,1640.0
2014-15,2014,Case Western Reserve University School of Medicine,Case Western Reserve,Tuition,Private,Nonresident,Yes,Yes,55370.0
2014-15,2014,Case Western Reserve University School of Medicine,Case Western Reserve,Tuition,Private,Resident,Yes,Yes,55370.0
2014-15,2014,Case Western Reserve University School of Medicine,Case Western Reserve,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,57050.0
2014-15,2014,Case Western Reserve University School of Medicine,Case Western Reserve,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,57050.0
2014-15,2014,Central Michigan University College of Medicine,Central Michigan,Fees,Public,Nonresident,Yes,Yes,0.0
2014-15,2014,Central Michigan University College of Medicine,Central Michigan,Fees,Public,Resident,Yes,Yes,0.0
2014-15,2014,Central Michigan University College of Medicine,Central Michigan,Health Insurance,Public,Nonresident,Yes,Yes,2130.0
2014-15,2014,Central Michigan University College of Medicine,Central Michigan,Health Insurance,Public,Resident,Yes,Yes,2130.0
2014-15,2014,Central Michigan University College of Medicine,Central Michigan,Tuition,Public,Nonresident,Yes,Yes,71659.0
2014-15,2014,Central Michigan University College of Medicine,Central Michigan,Tuition,Public,Resident,Yes,Yes,38522.0
2014-15,2014,Central Michigan University College of Medicine,Central Michigan,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,73789.0
2014-15,2014,Central Michigan University College of Medicine,Central Michigan,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,40652.0
2014-15,2014,Charles E. Schmidt College of Medicine at Florida Atlantic University,Florida Atlantic-Schmidt,Fees,Public,Nonresident,Yes,Yes,4651.0
2014-15,2014,Charles E. Schmidt College of Medicine at Florida Atlantic University,Florida Atlantic-Schmidt,Fees,Public,Resident,Yes,Yes,3315.0
2014-15,2014,Charles E. Schmidt College of Medicine at Florida Atlantic University,Florida Atlantic-Schmidt,Health Insurance,Public,Nonresident,Yes,Yes,2915.0
2014-15,2014,Charles E. Schmidt College of Medicine at Florida Atlantic University,Florida Atlantic-Schmidt,Health Insurance,Public,Resident,Yes,Yes,2915.0
2014-15,2014,Charles E. Schmidt College of Medicine at Florida Atlantic University,Florida Atlantic-Schmidt,Tuition,Public,Nonresident,Yes,Yes,60710.0
2014-15,2014,Charles E. Schmidt College of Medicine at Florida Atlantic University,Florida Atlantic-Schmidt,Tuition,Public,Resident,Yes,Yes,27292.0
2014-15,2014,Charles E. Schmidt College of Medicine at Florida Atlantic University,Florida Atlantic-Schmidt,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,68276.0
2014-15,2014,Charles E. Schmidt College of Medicine at Florida Atlantic University,Florida Atlantic-Schmidt,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,33522.0
2014-15,2014,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Med Franklin,Fees,Private,Nonresident,Yes,Yes,736.0
2014-15,2014,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Med Franklin,Fees,Private,Resident,Yes,Yes,736.0
2014-15,2014,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Med Franklin,Health Insurance,Private,Nonresident,Yes,Yes,2000.0
2014-15,2014,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Med Franklin,Health Insurance,Private,Resident,Yes,Yes,2000.0
2014-15,2014,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Med Franklin,Tuition,Private,Nonresident,Yes,Yes,49920.0
2014-15,2014,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Med Franklin,Tuition,Private,Resident,Yes,Yes,49920.0
2014-15,2014,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Med Franklin,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,52656.0
2014-15,2014,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Med Franklin,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,52656.0
2014-15,2014,Columbia University Vagelos College of Physicians and Surgeons,Columbia-Vagelos,Fees,Private,Nonresident,Yes,Yes,1938.0
2014-15,2014,Columbia University Vagelos College of Physicians and Surgeons,Columbia-Vagelos,Fees,Private,Resident,Yes,Yes,1938.0
2014-15,2014,Columbia University Vagelos College of Physicians and Surgeons,Columbia-Vagelos,Health Insurance,Private,Nonresident,Yes,Yes,3581.0
2014-15,2014,Columbia University Vagelos College of Physicians and Surgeons,Columbia-Vagelos,Health Insurance,Private,Resident,Yes,Yes,3581.0
2014-15,2014,Columbia University Vagelos College of Physicians and Surgeons,Columbia-Vagelos,Tuition,Private,Nonresident,Yes,Yes,53544.0
2014-15,2014,Columbia University Vagelos College of Physicians and Surgeons,Columbia-Vagelos,Tuition,Private,Resident,Yes,Yes,53544.0
2014-15,2014,Columbia University Vagelos College of Physicians and Surgeons,Columbia-Vagelos,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,59063.0
2014-15,2014,Columbia University Vagelos College of Physicians and Surgeons,Columbia-Vagelos,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,59063.0
2014-15,2014,Cooper Medical School of Rowan University,Cooper Rowan,Fees,Public,Nonresident,Yes,Yes,1711.0
2014-15,2014,Cooper Medical School of Rowan University,Cooper Rowan,Fees,Public,Resident,Yes,Yes,1711.0
2014-15,2014,Cooper Medical School of Rowan University,Cooper Rowan,Health Insurance,Public,Nonresident,Yes,Yes,0.0
2014-15,2014,Cooper Medical School of Rowan University,Cooper Rowan,Health Insurance,Public,Resident,Yes,Yes,0.0
2014-15,2014,Cooper Medical School of Rowan University,Cooper Rowan,Tuition,Public,Nonresident,Yes,Yes,55414.0
2014-15,2014,Cooper Medical School of Rowan University,Cooper Rowan,Tuition,Public,Resident,Yes,Yes,34917.0
2014-15,2014,Cooper Medical School of Rowan University,Cooper Rowan,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,57125.0
2014-15,2014,Cooper Medical School of Rowan University,Cooper Rowan,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,36628.0
2014-15,2014,Creighton University School of Medicine,Creighton,Fees,Private,Nonresident,Yes,Yes,1744.0
2014-15,2014,Creighton University School of Medicine,Creighton,Fees,Private,Resident,Yes,Yes,1744.0
2014-15,2014,Creighton University School of Medicine,Creighton,Health Insurance,Private,Nonresident,Yes,Yes,2400.0
2014-15,2014,Creighton University School of Medicine,Creighton,Health Insurance,Private,Resident,Yes,Yes,2400.0
2014-15,2014,Creighton University School of Medicine,Creighton,Tuition,Private,Nonresident,Yes,Yes,51608.0
2014-15,2014,Creighton University School of Medicine,Creighton,Tuition,Private,Resident,Yes,Yes,51608.0
2014-15,2014,Creighton University School of Medicine,Creighton,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,55752.0
2014-15,2014,Creighton University School of Medicine,Creighton,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,55752.0
2014-15,2014,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Zucker Hofstra Northwell,Fees,Private,Nonresident,Yes,Yes,1500.0
2014-15,2014,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Zucker Hofstra Northwell,Fees,Private,Resident,Yes,Yes,1500.0
2014-15,2014,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Zucker Hofstra Northwell,Health Insurance,Private,Nonresident,Yes,Yes,1530.0
2014-15,2014,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Zucker Hofstra Northwell,Health Insurance,Private,Resident,Yes,Yes,1530.0
2014-15,2014,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Zucker Hofstra Northwell,Tuition,Private,Nonresident,Yes,Yes,46000.0
2014-15,2014,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Zucker Hofstra Northwell,Tuition,Private,Resident,Yes,Yes,46000.0
2014-15,2014,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Zucker Hofstra Northwell,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,49030.0
2014-15,2014,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Zucker Hofstra Northwell,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,49030.0
2014-15,2014,Drexel University College of Medicine,Drexel,Fees,Private,Nonresident,Yes,Yes,1634.0
2014-15,2014,Drexel University College of Medicine,Drexel,Fees,Private,Resident,Yes,Yes,1634.0
2014-15,2014,Drexel University College of Medicine,Drexel,Health Insurance,Private,Nonresident,Yes,Yes,1901.0
2014-15,2014,Drexel University College of Medicine,Drexel,Health Insurance,Private,Resident,Yes,Yes,1901.0
2014-15,2014,Drexel University College of Medicine,Drexel,Tuition,Private,Nonresident,Yes,Yes,51616.0
2014-15,2014,Drexel University College of Medicine,Drexel,Tuition,Private,Resident,Yes,Yes,51616.0
2014-15,2014,Drexel University College of Medicine,Drexel,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,55151.0
2014-15,2014,Drexel University College of Medicine,Drexel,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,55151.0
2014-15,2014,Duke University School of Medicine,Duke,Fees,Private,Nonresident,Yes,Yes,3882.0
2014-15,2014,Duke University School of Medicine,Duke,Fees,Private,Resident,Yes,Yes,3882.0
2014-15,2014,Duke University School of Medicine,Duke,Health Insurance,Private,Nonresident,Yes,Yes,2100.0
2014-15,2014,Duke University School of Medicine,Duke,Health Insurance,Private,Resident,Yes,Yes,2100.0
2014-15,2014,Duke University School of Medicine,Duke,Tuition,Private,Nonresident,Yes,Yes,51888.0
2014-15,2014,Duke University School of Medicine,Duke,Tuition,Private,Resident,Yes,Yes,51888.0
2014-15,2014,Duke University School of Medicine,Duke,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,57870.0
2014-15,2014,Duke University School of Medicine,Duke,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,57870.0
2014-15,2014,East Tennessee State University James H. Quillen College of Medicine,East Tennessee-Quillen,Fees,Public,Nonresident,Yes,Yes,2031.0
2014-15,2014,East Tennessee State University James H. Quillen College of Medicine,East Tennessee-Quillen,Fees,Public,Resident,Yes,Yes,2031.0
2014-15,2014,East Tennessee State University James H. Quillen College of Medicine,East Tennessee-Quillen,Health Insurance,Public,Nonresident,Yes,Yes,1888.0
2014-15,2014,East Tennessee State University James H. Quillen College of Medicine,East Tennessee-Quillen,Health Insurance,Public,Resident,Yes,Yes,1888.0
2014-15,2014,East Tennessee State University James H. Quillen College of Medicine,East Tennessee-Quillen,Tuition,Public,Nonresident,Yes,Yes,59438.0
