cycle_year,state,school,applications,in state applicants,out of state applicants,women applicants,men applicants,matriculants,in state matriculants,out of state matriculants,women matriculants,men matriculants
2015,OH,Ohio State,213.0,15.5,84.5,34.3,65.7,10.0,40.0,60.0,30.0,70.0
2015,OH,Toledo,47.0,29.8,70.2,34.0,66.0,3.0,66.7,33.3,33.3,66.7
2015,OH,Wright State-Boonshoft,45.0,26.7,73.3,40.0,60.0,0.0,0.0,0.0,0.0,0.0
2015,OK,Oklahoma,25.0,8.0,92.0,24.0,76.0,1.0,0.0,100.0,0.0,100.0
2015,OR,Oregon,242.0,5.4,94.6,39.7,60.3,6.0,16.7,83.3,50.0,50.0
2015,PA,Geisinger Commonwealth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,PA,Drexel,210.0,9.5,90.5,39.0,61.0,7.0,14.3,85.7,42.9,57.1
2015,PA,Jefferson-Kimmel,187.0,13.9,86.1,36.4,63.6,3.0,33.3,66.7,0.0,100.0
2015,PA,Penn State,197.0,14.2,85.8,37.6,62.4,6.0,33.3,66.7,33.3,66.7
2015,PA,Pennsylvania-Perelman,594.0,6.7,93.3,33.7,66.2,23.0,8.7,91.3,30.4,69.6
2015,PA,Pittsburgh,418.0,8.6,91.4,35.9,63.9,14.0,14.3,85.7,50.0,50.0
2015,PA,Temple-Katz,174.0,14.9,85.1,39.7,60.3,4.0,50.0,50.0,0.0,100.0
2015,PR,Caribe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,PR,Ponce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,PR,Puerto Rico,22.0,9.1,90.9,31.8,68.2,0.0,0.0,0.0,0.0,0.0
2015,PR,San Juan Bautista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,RI,Brown-Alpert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,SC,MU South Carolina,175.0,4.0,96.0,41.1,58.9,9.0,0.0,100.0,55.6,44.4
2015,SC,South Carolina Columbia,47.0,2.1,97.9,48.9,51.1,0.0,0.0,0.0,0.0,0.0
2015,SC,South Carolina Greenville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,SD,South Dakota-Sanford,22.0,27.3,72.7,22.7,77.3,2.0,100.0,0.0,50.0,50.0
2015,TN,East Tennessee-Quillen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,TN,Meharry,60.0,5.0,95.0,51.7,48.3,0.0,0.0,0.0,0.0,0.0
2015,TN,Tennessee,16.0,31.3,68.8,31.3,68.8,0.0,0.0,0.0,0.0,0.0
2015,TN,Vanderbilt,488.0,2.5,97.5,36.5,63.3,13.0,7.7,92.3,46.2,53.8
2015,TX,Baylor,387.0,12.9,87.1,35.4,64.3,8.0,12.5,87.5,25.0,75.0
2015,TX,Texas A & M,98.0,36.7,63.3,40.8,59.2,9.0,33.3,66.7,33.3,66.7
2015,TX,Texas Tech,58.0,37.9,62.1,39.7,60.3,1.0,100.0,0.0,0.0,100.0
2015,TX,Texas Tech-Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,TX,UT San Antonio-Long,159.0,30.8,69.2,41.5,58.5,5.0,40.0,60.0,60.0,40.0
2015,TX,UT Houston-McGovern,202.0,28.7,71.3,38.1,61.9,4.0,25.0,75.0,25.0,75.0
2015,TX,UT Medical Branch,129.0,38.0,62.0,45.0,55.0,3.0,33.3,66.7,66.7,33.3
2015,TX,UT Southwestern,308.0,24.0,76.0,36.0,64.0,9.0,22.2,77.8,33.3,66.7
2015,UT,Utah,70.0,17.1,82.9,30.0,70.0,4.0,50.0,50.0,25.0,75.0
2015,VA,Eastern Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,VA,Virginia,300.0,8.3,91.7,37.0,63.0,7.0,14.3,85.7,42.9,57.1
2015,VA,Virginia Commonwealth,162.0,13.0,87.0,42.0,58.0,6.0,33.3,66.7,33.3,66.7
2015,VA,Virginia Tech Carilion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,VT,Vermont-Larner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,WA,U Washington,576.0,6.1,93.9,36.5,63.4,12.0,16.7,83.3,41.7,58.3
2015,WI,MC Wisconsin,147.0,12.2,87.8,34.7,65.3,4.0,0.0,100.0,75.0,25.0
2015,WI,Wisconsin,314.0,7.6,92.4,34.4,65.6,10.0,30.0,70.0,40.0,60.0
2015,WV,Marshall-Edwards,8.0,25.0,75.0,37.5,62.5,2.0,50.0,50.0,50.0,50.0
2015,WV,West Virginia,44.0,11.4,88.6,31.8,68.2,0.0,0.0,0.0,0.0,0.0
2016,AL,Alabama,260.0,5.4,94.6,45.4,54.6,8.0,0.0,100.0,50.0,50.0
2016,AL,South Alabama,19.0,21.1,78.9,52.6,47.4,0.0,0.0,0.0,0.0,0.0
2016,AR,Arkansas,24.0,20.8,79.2,62.5,37.5,1.0,100.0,0.0,100.0,0.0
2016,AZ,Arizona,115.0,14.8,85.2,48.7,51.3,0.0,0.0,0.0,0.0,0.0
2016,AZ,Arizona Phoenix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,CA,California Northstate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,CA,Loma Linda,71.0,49.3,50.7,52.1,46.5,1.0,0.0,100.0,0.0,100.0
2016,CA,Southern Cal-Keck,279.0,44.8,55.2,41.2,58.4,2.0,100.0,0.0,100.0,0.0
2016,CA,Stanford,691.0,24.2,75.8,36.6,63.1,10.0,70.0,30.0,40.0,60.0
2016,CA,UC Davis,195.0,47.7,52.3,44.1,55.4,2.0,100.0,0.0,0.0,100.0
2016,CA,UC Irvine,319.0,44.8,55.2,38.6,61.1,6.0,33.3,66.7,33.3,66.7
2016,CA,UC Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,CA,UC San Diego,492.0,33.1,66.9,37.4,62.2,13.0,46.2,53.8,53.8,46.2
2016,CA,UC San Francisco,645.0,27.0,73.0,37.5,62.0,9.0,66.7,33.3,44.4,55.6
2016,CA,UCLA-Geffen,531.0,33.1,66.9,35.6,64.0,10.0,60.0,40.0,70.0,30.0
2016,CO,Colorado,396.0,8.1,91.9,44.2,55.6,10.0,40.0,60.0,60.0,40.0
2016,CT,Connecticut,135.0,11.1,88.9,48.1,51.9,5.0,40.0,60.0,20.0,80.0
2016,CT,Quinnipiac-Netter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,CT,Yale,546.0,3.1,96.9,37.0,62.6,20.0,0.0,100.0,45.0,55.0
2016,DC,George Washington,102.0,0.0,100.0,53.9,46.1,0.0,0.0,0.0,0.0,0.0
2016,DC,Georgetown,281.0,0.7,99.3,47.7,52.0,5.0,0.0,100.0,20.0,80.0
2016,DC,Howard,77.0,1.3,98.7,50.6,49.4,0.0,0.0,0.0,0.0,0.0
2016,FL,FIU-Wertheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,FL,Florida,168.0,25.0,75.0,44.0,56.0,5.0,80.0,20.0,20.0,80.0
2016,FL,Florida Atlantic-Schmidt,47.0,36.2,63.8,51.1,48.9,1.0,0.0,100.0,100.0,0.0
2016,FL,Florida State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,FL,Miami-Miller,184.0,20.7,79.3,40.8,59.2,5.0,20.0,80.0,20.0,80.0
2016,FL,UCF,36.0,44.4,55.6,36.1,63.9,1.0,100.0,0.0,0.0,100.0
2016,FL,USF-Morsani,62.0,33.9,66.1,46.8,53.2,0.0,0.0,0.0,0.0,0.0
2016,GA,Emory,598.0,4.3,95.7,41.6,57.9,10.0,0.0,100.0,30.0,70.0
2016,GA,MC Georgia Augusta,91.0,27.5,72.5,53.8,46.2,2.0,50.0,50.0,100.0,0.0
2016,GA,Mercer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,GA,Morehouse,55.0,20.0,80.0,54.5,45.5,0.0,0.0,0.0,0.0,0.0
2016,HI,Hawaii-Burns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,IA,Iowa-Carver,198.0,7.1,92.9,38.4,61.6,11.0,9.1,90.9,36.4,63.6
2016,IL,Chicago Med Franklin,113.0,13.3,86.7,58.4,41.6,0.0,0.0,0.0,0.0,0.0
2016,IL,Chicago-Pritzker,530.0,7.4,92.6,39.8,60.0,12.0,16.7,83.3,75.0,25.0
2016,IL,Illinois,385.0,14.3,85.7,43.6,56.1,9.0,11.1,88.9,44.4,55.6
2016,IL,Loyola-Stritch,129.0,19.4,80.6,43.4,56.6,0.0,0.0,0.0,0.0,0.0
2016,IL,Northwestern-Feinberg,550.0,7.8,92.2,41.5,58.0,15.0,26.7,73.3,40.0,60.0
2016,IL,Rush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,IL,Southern Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,IN,Indiana,232.0,6.9,93.1,43.1,56.5,9.0,11.1,88.9,44.4,55.6
2016,KS,Kansas,100.0,13.0,87.0,42.0,58.0,3.0,66.7,33.3,100.0,0.0
2016,KY,Kentucky,86.0,9.3,90.7,47.7,52.3,3.0,33.3,66.7,33.3,66.7
2016,KY,Louisville,62.0,9.7,90.3,40.3,59.7,1.0,0.0,100.0,0.0,100.0
2016,LA,LSU New Orleans,70.0,24.3,75.7,57.1,42.9,6.0,50.0,50.0,50.0,50.0
2016,LA,LSU Shreveport,22.0,22.7,77.3,45.5,54.5,0.0,0.0,0.0,0.0,0.0
2016,LA,Tulane,104.0,9.6,90.4,54.8,44.2,2.0,0.0,100.0,50.0,50.0
2016,MA,Boston,443.0,9.3,90.7,40.6,58.9,4.0,0.0,100.0,50.0,50.0
2016,MA,Harvard,714.0,7.7,92.3,36.8,63.0,14.0,35.7,64.3,57.1,42.9
2016,MA,Massachusetts,255.0,22.4,77.6,49.4,50.6,10.0,90.0,10.0,20.0,80.0
2016,MA,Tufts,385.0,13.5,86.5,44.2,55.6,5.0,60.0,40.0,60.0,40.0
2016,MD,Johns Hopkins,673.0,7.1,92.9,38.9,60.8,11.0,9.1,90.9,27.3,72.7
2016,MD,Maryland,317.0,16.4,83.6,42.0,58.0,3.0,66.7,33.3,33.3,66.7
2016,MD,Uniformed Services-Hebert,45.0,13.3,86.7,46.7,53.3,1.0,0.0,100.0,100.0,0.0
2016,MI,Central Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,MI,Michigan,436.0,9.4,90.6,37.8,62.2,12.0,33.3,66.7,41.7,58.3
2016,MI,Michigan State,97.0,21.6,78.4,45.4,54.6,3.0,66.7,33.3,66.7,33.3
2016,MI,Oakland Beaumont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,MI,Wayne State,72.0,43.1,56.9,38.9,61.1,3.0,33.3,66.7,66.7,33.3
2016,MI,Western Michigan-Stryker,29.0,31.0,69.0,37.9,62.1,0.0,0.0,0.0,0.0,0.0
2016,MN,Mayo,282.0,6.4,93.6,41.8,57.4,6.0,0.0,100.0,33.3,66.7
2016,MN,Minnesota,279.0,7.9,92.1,41.2,58.4,10.0,40.0,60.0,40.0,60.0
2016,MO,Missouri Columbia,45.0,17.8,82.2,40.0,60.0,1.0,100.0,0.0,0.0,100.0
2016,MO,Missouri Kansas City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,MO,Saint Louis,114.0,4.4,95.6,44.7,55.3,2.0,0.0,100.0,50.0,50.0
2016,MO,Washington U St Louis,535.0,2.1,97.9,37.0,62.6,26.0,0.0,100.0,46.2,53.8
2016,MS,Mississippi,5.0,100.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0
2016,NC,Duke,615.0,5.9,94.1,37.9,61.8,12.0,8.3,91.7,41.7,58.3
2016,NC,East Carolina-Brody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NC,North Carolina,443.0,6.8,93.2,42.4,57.1,9.0,0.0,100.0,44.4,55.6
2016,NC,Wake Forest,148.0,11.5,88.5,47.3,52.0,1.0,0.0,100.0,0.0,100.0
2016,ND,North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NE,Creighton,31.0,0.0,100.0,51.6,48.4,2.0,0.0,100.0,100.0,0.0
2016,NE,Nebraska,85.0,4.7,95.3,43.5,56.5,5.0,0.0,100.0,60.0,40.0
2016,NH,Dartmouth-Geisel,332.0,0.9,99.1,41.6,58.4,2.0,0.0,100.0,50.0,50.0
2016,NJ,Cooper Rowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NJ,Rutgers New Jersey,101.0,27.7,72.3,46.5,53.5,4.0,75.0,25.0,50.0,50.0
2016,NJ,Rutgers-RW Johnson,182.0,20.3,79.7,42.3,57.7,7.0,28.6,71.4,85.7,14.3
2016,NM,New Mexico,23.0,39.1,60.9,52.2,47.8,1.0,100.0,0.0,0.0,100.0
2016,NV,Nevada Reno,9.0,33.3,66.7,66.7,33.3,0.0,0.0,0.0,0.0,0.0
2016,NY,Albany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NY,Buffalo-Jacobs,100.0,42.0,58.0,47.0,53.0,4.0,50.0,50.0,25.0,75.0
2016,NY,CUNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NY,Columbia-Vagelos,688.0,13.5,86.5,37.5,62.2,15.0,46.7,53.3,40.0,60.0
2016,NY,Cornell-Weill,581.0,13.9,86.1,38.2,61.8,18.0,22.2,77.8,38.9,61.1
2016,NY,Einstein,419.0,16.9,83.1,43.0,57.0,13.0,15.4,84.6,46.2,53.8
2016,NY,Zucker Hofstra Northwell,88.0,46.6,53.4,52.3,47.7,3.0,33.3,66.7,33.3,66.7
2016,NY,Mount Sinai-Icahn,456.0,17.1,82.9,40.6,59.0,11.0,18.2,81.8,36.4,63.6
2016,NY,New York Medical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NY,NYU-Grossman,468.0,16.0,84.0,39.7,59.8,10.0,30.0,70.0,30.0,70.0
2016,NY,Rochester,248.0,19.4,80.6,44.4,55.2,8.0,12.5,87.5,75.0,25.0
2016,NY,SUNY Downstate,109.0,49.5,50.5,53.2,46.8,3.0,100.0,0.0,33.3,66.7
2016,NY,SUNY Upstate,118.0,39.0,61.0,45.8,54.2,3.0,33.3,66.7,33.3,66.7
2016,NY,Renaissance Stony Brook,251.0,32.7,67.3,43.4,56.6,8.0,50.0,50.0,50.0,50.0
2016,OH,Case Western Reserve,398.0,8.0,92.0,38.7,61.1,14.0,7.1,92.9,28.6,71.4
2016,OH,Cincinnati,189.0,17.5,82.5,47.1,52.9,9.0,44.4,55.6,77.8,22.2
2016,OH,Northeast Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,OH,Ohio State,225.0,14.7,85.3,39.1,60.4,0.0,0.0,0.0,0.0,0.0
2016,OH,Toledo,48.0,33.3,66.7,54.2,45.8,3.0,0.0,100.0,33.3,66.7
2016,OH,Wright State-Boonshoft,38.0,28.9,71.1,52.6,47.4,3.0,33.3,66.7,66.7,33.3
2016,OK,Oklahoma,39.0,23.1,76.9,35.9,61.5,0.0,0.0,0.0,0.0,0.0
2016,OR,Oregon,301.0,6.0,94.0,42.2,57.1,5.0,0.0,100.0,40.0,60.0
2016,PA,Geisinger Commonwealth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,PA,Drexel,94.0,16.0,84.0,53.2,46.8,1.0,0.0,100.0,100.0,0.0
2016,PA,Jefferson-Kimmel,193.0,11.9,88.1,46.1,53.9,3.0,0.0,100.0,0.0,100.0
2016,PA,Penn State,212.0,14.6,85.4,47.2,52.8,8.0,62.5,37.5,37.5,62.5
2016,PA,Pennsylvania-Perelman,634.0,5.2,94.8,38.2,61.4,22.0,4.5,95.5,27.3,72.7
2016,PA,Pittsburgh,431.0,10.0,90.0,40.4,59.2,13.0,7.7,92.3,38.5,61.5
2016,PA,Temple-Katz,198.0,13.1,86.9,50.0,50.0,2.0,50.0,50.0,50.0,50.0
2016,PR,Caribe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,PR,Ponce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,PR,Puerto Rico,17.0,29.4,70.6,52.9,47.1,0.0,0.0,0.0,0.0,0.0
2016,PR,San Juan Bautista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,RI,Brown-Alpert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,SC,MU South Carolina,201.0,9.0,91.0,43.8,55.7,10.0,10.0,90.0,20.0,80.0
2016,SC,South Carolina Columbia,42.0,9.5,90.5,50.0,47.6,0.0,0.0,0.0,0.0,0.0
2016,SC,South Carolina Greenville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,SD,South Dakota-Sanford,30.0,6.7,93.3,36.7,63.3,2.0,0.0,100.0,0.0,100.0
2016,TN,East Tennessee-Quillen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TN,Meharry,60.0,8.3,91.7,50.0,50.0,0.0,0.0,0.0,0.0,0.0
2016,TN,Tennessee,21.0,42.9,57.1,38.1,61.9,0.0,0.0,0.0,0.0,0.0
2016,TN,Vanderbilt,557.0,3.6,96.4,38.4,61.2,13.0,15.4,84.6,53.8,46.2
2016,TX,Baylor,427.0,17.3,82.7,38.9,60.7,12.0,33.3,66.7,33.3,66.7
2016,TX,Texas A & M,118.0,37.3,62.7,42.4,57.6,8.0,50.0,50.0,50.0,50.0
2016,TX,Texas Tech,55.0,47.3,52.7,47.3,52.7,3.0,66.7,33.3,33.3,66.7
2016,TX,Texas Tech-Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TX,UT Austin-Dell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TX,UT San Antonio-Long,180.0,43.9,56.1,42.8,57.2,5.0,40.0,60.0,60.0,40.0
2016,TX,UT Houston-McGovern,199.0,41.7,58.3,41.2,58.8,5.0,80.0,20.0,60.0,40.0
2016,TX,UT Medical Branch,116.0,55.2,44.8,44.8,55.2,3.0,66.7,33.3,0.0,100.0
2016,TX,UT Rio Grande Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TX,UT Southwestern,312.0,29.5,70.5,37.5,62.5,15.0,20.0,80.0,20.0,80.0
2016,UT,Utah,95.0,11.6,88.4,38.9,61.1,3.0,0.0,100.0,66.7,33.3
2016,VA,Eastern Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,VA,Virginia,301.0,7.3,92.7,42.2,57.1,8.0,25.0,75.0,37.5,62.5
2016,VA,Virginia Commonwealth,151.0,13.9,86.1,45.0,54.3,5.0,20.0,80.0,0.0,100.0
2016,VA,Virginia Tech Carilion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,VT,Vermont-Larner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,WA,U Washington,583.0,6.0,94.0,40.3,59.2,7.0,14.3,85.7,28.6,71.4
2016,WI,MC Wisconsin,159.0,12.6,87.4,45.3,53.5,6.0,66.7,33.3,83.3,16.7
2016,WI,Wisconsin,326.0,6.7,93.3,40.2,59.2,11.0,0.0,100.0,45.5,54.5
2016,WV,Marshall-Edwards,18.0,11.1,88.9,38.9,61.1,2.0,0.0,100.0,50.0,50.0
2016,WV,West Virginia,43.0,4.7,95.3,46.5,53.5,1.0,100.0,0.0,100.0,0.0
2017,AL,Alabama,283.0,4.9,95.1,45.6,54.4,9.0,22.2,77.8,44.4,55.6
2017,AL,South Alabama,14.0,28.6,71.4,50.0,50.0,0.0,0.0,0.0,0.0,0.0
2017,AR,Arkansas,17.0,35.3,64.7,52.9,47.1,3.0,100.0,0.0,100.0,0.0
2017,AZ,Arizona,109.0,13.8,86.2,40.4,59.6,3.0,33.3,66.7,0.0,100.0
2017,AZ,Arizona Phoenix,22.0,36.4,63.6,45.5,54.5,2.0,50.0,50.0,50.0,50.0
2017,CA,California Northstate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,CA,Loma Linda,58.0,43.1,56.9,46.6,53.4,4.0,50.0,50.0,25.0,75.0
2017,CA,Southern Cal-Keck,273.0,41.8,58.2,45.4,54.6,5.0,60.0,40.0,40.0,60.0
2017,CA,Stanford,635.0,22.0,78.0,38.6,61.3,7.0,57.1,42.9,42.9,57.1
2017,CA,UC Davis,196.0,48.5,51.5,42.3,57.7,0.0,0.0,0.0,0.0,0.0
2017,CA,UC Irvine,315.0,42.2,57.8,46.0,54.0,6.0,33.3,66.7,33.3,66.7
2017,CA,UC Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,CA,UC San Diego,513.0,26.7,73.3,42.7,57.1,7.0,42.9,57.1,42.9,57.1
2017,CA,UC San Francisco,594.0,24.4,75.6,38.7,61.1,12.0,16.7,83.3,50.0,50.0
2017,CA,UCLA-Geffen,537.0,29.2,70.8,42.6,57.2,14.0,42.9,57.1,28.6,71.4
2017,CO,Colorado,388.0,7.5,92.5,42.5,57.5,11.0,9.1,90.9,45.5,54.5
2017,CT,Connecticut,124.0,4.8,95.2,44.4,54.8,7.0,0.0,100.0,14.3,85.7
2017,CT,Quinnipiac-Netter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,CT,Yale,544.0,1.3,98.7,42.1,57.7,18.0,0.0,100.0,38.9,61.1
2017,DC,George Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,DC,Georgetown,289.0,1.4,98.6,46.7,53.3,4.0,0.0,100.0,0.0,100.0
2017,DC,Howard,91.0,3.3,96.7,62.6,37.4,0.0,0.0,0.0,0.0,0.0
2017,FL,FIU-Wertheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,FL,Florida,142.0,28.2,71.8,46.5,52.8,6.0,33.3,66.7,16.7,83.3
2017,FL,Florida Atlantic-Schmidt,33.0,42.4,57.6,42.4,57.6,1.0,100.0,0.0,100.0,0.0
2017,FL,Florida State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,FL,Miami-Miller,189.0,16.4,83.6,44.4,55.0,6.0,33.3,66.7,50.0,50.0
2017,FL,UCF,40.0,45.0,55.0,42.5,57.5,1.0,100.0,0.0,100.0,0.0
2017,FL,USF-Morsani,57.0,49.1,50.9,38.6,61.4,1.0,100.0,0.0,0.0,100.0
2017,GA,Emory,550.0,6.0,94.0,46.2,53.8,10.0,0.0,100.0,60.0,40.0
2017,GA,MC Georgia Augusta,63.0,38.1,61.9,52.4,47.6,2.0,50.0,50.0,50.0,50.0
2017,GA,Mercer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,GA,Morehouse,55.0,14.5,85.5,61.8,38.2,0.0,0.0,0.0,0.0,0.0
2017,HI,Hawaii-Burns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,IA,Iowa-Carver,212.0,5.7,94.3,44.3,55.7,8.0,25.0,75.0,12.5,87.5
2017,IL,Chicago Med Franklin,96.0,10.4,89.6,45.8,54.2,0.0,0.0,0.0,0.0,0.0
2017,IL,Chicago-Pritzker,437.0,6.2,93.8,38.9,61.1,10.0,10.0,90.0,50.0,50.0
2017,IL,Illinois,303.0,13.2,86.8,48.2,51.8,9.0,22.2,77.8,44.4,55.6
2017,IL,Loyola-Stritch,109.0,17.4,82.6,45.9,54.1,1.0,0.0,100.0,100.0,0.0
2017,IL,Northwestern-Feinberg,521.0,6.0,94.0,41.8,58.2,15.0,20.0,80.0,53.3,46.7
2017,IL,Rush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,IL,Southern Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,IN,Indiana,232.0,9.9,90.1,44.0,56.0,7.0,57.1,42.9,28.6,71.4
2017,KS,Kansas,85.0,14.1,85.9,40.0,60.0,3.0,33.3,66.7,33.3,66.7
2017,KY,Kentucky,81.0,11.1,88.9,45.7,54.3,5.0,40.0,60.0,20.0,80.0
2017,KY,Louisville,51.0,9.8,90.2,41.2,58.8,2.0,0.0,100.0,0.0,100.0
2017,LA,LSU New Orleans,42.0,23.8,76.2,50.0,50.0,4.0,75.0,25.0,25.0,75.0
2017,LA,LSU Shreveport,14.0,35.7,64.3,42.9,57.1,0.0,0.0,0.0,0.0,0.0
2017,LA,Tulane,68.0,10.3,89.7,50.0,50.0,2.0,50.0,50.0,0.0,100.0
2017,MA,Boston,389.0,10.3,89.7,45.0,55.0,6.0,16.7,83.3,33.3,66.7
2017,MA,Harvard,682.0,8.5,91.5,39.4,60.4,13.0,7.7,92.3,46.2,53.8
2017,MA,Massachusetts,254.0,18.9,81.1,47.6,52.4,6.0,66.7,33.3,66.7,33.3
2017,MA,Tufts,358.0,13.4,86.6,51.7,48.3,5.0,20.0,80.0,20.0,80.0
2017,MD,Johns Hopkins,659.0,8.3,91.7,41.1,58.7,11.0,27.3,72.7,36.4,63.6
2017,MD,Maryland,284.0,19.7,80.3,43.7,56.3,7.0,71.4,28.6,42.9,57.1
2017,MD,Uniformed Services-Hebert,43.0,11.6,88.4,37.2,62.8,2.0,50.0,50.0,100.0,0.0
2017,MI,Central Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,MI,Michigan,408.0,8.8,91.2,43.4,56.6,11.0,27.3,72.7,54.5,45.5
2017,MI,Michigan State,84.0,17.9,82.1,54.8,45.2,1.0,100.0,0.0,0.0,100.0
2017,MI,Oakland Beaumont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,MI,Wayne State,59.0,33.9,66.1,47.5,52.5,2.0,50.0,50.0,100.0,0.0
2017,MI,Western Michigan-Stryker,17.0,17.6,82.4,47.1,52.9,0.0,0.0,0.0,0.0,0.0
2017,MN,Mayo,285.0,7.0,93.0,38.2,61.4,7.0,0.0,100.0,42.9,57.1
2017,MN,Minnesota,306.0,9.2,90.8,39.2,60.8,8.0,37.5,62.5,75.0,25.0
2017,MO,Missouri Columbia,46.0,26.1,73.9,60.9,39.1,3.0,66.7,33.3,33.3,66.7
2017,MO,Missouri Kansas City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,MO,Saint Louis,111.0,10.8,89.2,49.5,49.5,1.0,100.0,0.0,100.0,0.0
2017,MO,Washington U St Louis,556.0,3.2,96.8,38.5,61.3,26.0,0.0,100.0,42.3,57.7
2017,MS,Mississippi,3.0,66.7,33.3,33.3,66.7,0.0,0.0,0.0,0.0,0.0
2017,NC,Duke,562.0,4.3,95.7,39.1,60.7,9.0,0.0,100.0,33.3,66.7
