----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Fiscal Year: Active Projects,  2022,  2021,  2020,  2019,  2018,  2017,  2016,  2015,  2014,  2013,  2012,  2011,  2010,  2009,  2008,  2007,  2006,  2005,  2004,  2003,  2002,  2001,  2000,  1999,  1998,  1997,  1996,  1995,  1994,  1993,  1992,  1991,  1990,  1989,  1988,  1987,  1986,  1985"
"     Text Search: "Medical Scientist",  "MSTP" (or)"
"     Limit to: Project Title"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Clinical Research; Eye Disease and Disorders of Vision; Mental Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8494962","7/3/2012 12:00:00 AM"," ","3T32GM007309-38S1","3","T32","GM","007309","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1880560","SILICIANO, ROBERT F","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","001910777","FTMTDMBR29C7","001910777","FTMTDMBR29C7","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIMH","47532","2123"," ","49655",
"Clinical Research; Eye Disease and Disorders of Vision; Mental Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8494962","7/3/2012 12:00:00 AM"," ","3T32GM007309-38S1","3","T32","GM","007309","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1880560","SILICIANO, ROBERT F","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","001910777","FTMTDMBR29C7","001910777","FTMTDMBR29C7","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NEI","47532","2123"," ","49655",
"Cancer","Medical;Scientist;Training Programs","Medical Scientist Training Program"," There is a need to train physician-scientists with an excellent foundation in both biomedical research and clinical medicine in order to gain a more detailed understanding of disease. The Duke Medical Scientist Training Program seeks to train MD-PhD candidates in both medicine and science through a unique curriculum that provides students with comprehensive clinical training prior to their PhD training. Through this program, Duke MSTP students will be poised to translate scientific discoveries into therapies for human disease.   
      

","NIGMS","8496592","7/30/2012 12:00:00 AM","PA-10-036","3T32GM007171-38S1","3","T32","GM","007171","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1902570","KONTOS, CHRISTOPHER D","Not Applicable","04","INTERNAL MEDICINE/MEDICINE","044387793","TP7EK8DZV6N5","044387793","TP7EK8DZV6N5","US","36.006824","-78.924579","2221101","DUKE UNIVERSITY","DURHAM","NC","SCHOOLS OF MEDICINE","277054673","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NCI","47532","2123"," ","49655",
"Cancer","Medical;Scientist;Training Programs","Medical Scientist Training Program"," There is a need to train physician-scientists with an excellent foundation in both biomedical research and clinical medicine in order to gain a more detailed understanding of disease. The Duke Medical Scientist Training Program seeks to train MD-PhD candidates in both medicine and science through a unique curriculum that provides students with comprehensive clinical training prior to their PhD training. Through this program, Duke MSTP students will be poised to translate scientific discoveries into therapies for human disease.   
      

","NIGMS","8496592","7/30/2012 12:00:00 AM","PA-10-036","3T32GM007171-38S1","3","T32","GM","007171","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1902570","KONTOS, CHRISTOPHER D","Not Applicable","04","INTERNAL MEDICINE/MEDICINE","044387793","TP7EK8DZV6N5","044387793","TP7EK8DZV6N5","US","36.006824","-78.924579","2221101","DUKE UNIVERSITY","DURHAM","NC","SCHOOLS OF MEDICINE","277054673","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NHLBI","47532","2123"," ","49655",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8496593","7/11/2012 12:00:00 AM","PA-08-226","3T32GM007198-38S1","3","T32","GM","007198","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1881196","INSEL, PAUL A","Not Applicable","52","PHARMACOLOGY","804355790","UYTTZT6G9DT1","804355790","UYTTZT6G9DT1","US","32.881785","-117.236973","577507","UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA","CA","SCHOOLS OF MEDICINE","920930621","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIBIB","46459","2123"," ","48582",
"Clinical Research; Mental Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8482784","7/5/2012 12:00:00 AM","PA-08-226","3T32GM007205-38S1","3","T32","GM","007205","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","ZGM1-BRT-X(TR)"," ","1866407","JAMIESON, JAMES DOUGLAS","Not Applicable","03","ANATOMY/CELL BIOLOGY","043207562","FL6GV84CKN57","043207562","FL6GV84CKN57","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NHLBI","47532","2123"," ","49655",
"Clinical Research; Mental Health","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8482784","7/5/2012 12:00:00 AM","PA-08-226","3T32GM007205-38S1","3","T32","GM","007205","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","ZGM1-BRT-X(TR)"," ","1866407","JAMIESON, JAMES DOUGLAS","Not Applicable","03","ANATOMY/CELL BIOLOGY","043207562","FL6GV84CKN57","043207562","FL6GV84CKN57","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIMH","47532","2123"," ","49655",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8278503","6/27/2012 12:00:00 AM"," ","5T32GM008620-14","5","T32","GM","008620","14"," ","PREUSCH, PETER","7/1/1999 12:00:00 AM","6/30/2014 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1882112","GOLDIN, ALAN L","Not Applicable","45","MICROBIOLOGY/IMMUN/VIROLOGY","046705849","MJC5FCYQTPE6","046705849","MJC5FCYQTPE6","US","33.678042","-117.773718","577504","UNIVERSITY OF CALIFORNIA-IRVINE","IRVINE","CA","SCHOOLS OF MEDICINE","926970001","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","250302","12735"," ","263037",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8518115","8/8/2012 12:00:00 AM"," ","3T32GM008719-14S1","3","T32","GM","008719","14","S","PREUSCH, PETER","7/1/1999 12:00:00 AM","6/30/2014 12:00:00 AM","ZGM1-BRT-2(MB)"," ","2008267","ORRINGER, EUGENE P","Not Applicable","04","INTERNAL MEDICINE/MEDICINE","608195277","D3LHU66KBLD5","608195277","D3LHU66KBLD5","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF MEDICINE","275995023","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIAID","43450","2123"," ","45573",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8281457","6/27/2012 12:00:00 AM","PA-08-226","5T32GM008444-21","5","T32","GM","008444","21"," ","PREUSCH, PETER","7/1/1992 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1879382","FROHMAN, MICHAEL A.","Not Applicable","01","PHARMACOLOGY","804878247","M746VC6XMNH9","804878247","M746VC6XMNH9","US","40.907353","-73.128565","5992612","STATE UNIVERSITY NEW YORK STONY BROOK","STONY BROOK","NY","SCHOOLS OF MEDICINE","117943362","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","249552","12735"," ","262287",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8281474","6/29/2012 12:00:00 AM","PA-08-226","5T32GM080202-03","5","T32","GM","080202","03"," ","PREUSCH, PETER","7/1/2010 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1864163","BARBIERI, JOSEPH T","Not Applicable","05","MICROBIOLOGY/IMMUN/VIROLOGY","937639060","E8VWJXMMUQ67","937639060","E8VWJXMMUQ67","US","43.04575","-88.020374","46001","MEDICAL COLLEGE OF WISCONSIN","MILWAUKEE","WI","SCHOOLS OF MEDICINE","532263548","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","190128","8490"," ","198618",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program"," This application seeks funding to support the training of future physician scientists through a combined MD and PhD program. Our highly integrated, innovative and expedient training program is designed to provide instruction in the basic and clinical sciences while at the same time focus on Professional Development to foster the success of our trainees.   
      

","NIGMS","8212982","6/28/2012 12:00:00 AM","PA-10-036","2T32GM008208-24","2","T32","GM","008208","24"," ","PREUSCH, PETER","7/1/1987 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1867541","STEINMAN, RICHARD A","Not Applicable","18","PATHOLOGY","004514360","MKAGLD59JRL1","004514360","MKAGLD59JRL1","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","152133320","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","712980","31838"," ","744818",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8278507","6/27/2012 12:00:00 AM"," ","5T32GM008042-30","5","T32","GM","008042","30"," ","PREUSCH, PETER","7/1/1983 12:00:00 AM","6/30/2013 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1883586","SMALE, STEPHEN T","Not Applicable","33","NONE","092530369","RN64EPNH8JC6","092530369","RN64EPNH8JC6","US","34.104809","-118.41105","577505","UNIVERSITY OF CALIFORNIA LOS ANGELES","LOS ANGELES","CA","SCHOOLS OF MEDICINE","900952000","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","1064640","67922"," ","1132461",
"Clinical Research","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8281486","6/29/2012 12:00:00 AM","PA-06-468","5T32GM007250-37","5","T32","GM","007250","37"," ","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2014 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1888529","HARDING, CLIFFORD V","Not Applicable","11","PATHOLOGY","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","SCHOOLS OF MEDICINE","441061712","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","1283364","57309"," ","1340673",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8281475","6/29/2012 12:00:00 AM"," ","5T32GM092237-03","5","T32","GM","092237","03"," ","PREUSCH, PETER","7/1/2010 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1899032","DONNENBERG, MICHAEL S","Not Applicable","07","BIOCHEMISTRY","188435911","Z9CRZKD42ZT1","188435911","Z9CRZKD42ZT1","US","39.291412","-76.624753","820104","UNIVERSITY OF MARYLAND BALTIMORE","BALTIMORE","MD","SCHOOLS OF MEDICINE","212011508","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","175020","8490"," ","183510",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8281456","6/27/2012 12:00:00 AM","PA-08-226","5T32GM008361-21","5","T32","GM","008361","21"," ","PREUSCH, PETER","7/1/1992 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1873609","LORENZ, ROBINNA G.","Not Applicable","07","PATHOLOGY","063690705","YND4PLMC9AN7","063690705","YND4PLMC9AN7","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF MEDICINE","352940001","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","480089","25471"," ","505560",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8278501","6/30/2012 12:00:00 AM","PA-08-226","5T32GM007198-38","5","T32","GM","007198","38"," ","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1881196","INSEL, PAUL A","Not Applicable","52","PHARMACOLOGY","804355790","UYTTZT6G9DT1","804355790","UYTTZT6G9DT1","US","32.881785","-117.236973","577507","UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA","CA","SCHOOLS OF MEDICINE","920930621","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","1254393","57309"," ","1311702",
"Neurosciences","Medical;Scientist;Training Programs","Medical scientist training program","n/a","NIGMS","8480399","7/2/2012 12:00:00 AM"," ","3T32GM007170-38S1","3","T32","GM","007170","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2013 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","6125110","BRASS, LAWRENCE F","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","042250712","GM1XX56LEP58","042250712","GM1XX56LEP58","US","39.952982","-75.192768","6463801","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","SCHOOLS OF MEDICINE","191046205","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NHLBI","47532","2123"," ","49655",
"Neurosciences","Medical;Scientist;Training Programs","Medical scientist training program","n/a","NIGMS","8480399","7/2/2012 12:00:00 AM"," ","3T32GM007170-38S1","3","T32","GM","007170","38","S","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2013 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","6125110","BRASS, LAWRENCE F","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","042250712","GM1XX56LEP58","042250712","GM1XX56LEP58","US","39.952982","-75.192768","6463801","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","SCHOOLS OF MEDICINE","191046205","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NINDS","47532","2123"," ","49655",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program"," Northwestern University Medical Scientist Training Program The Northwestern University Medical Scientist Training Program prepares students for exciting and rewarding careers combining biomedical investigation and the practice of medicine. Through an integrated, 7- to 8-year course of study, MSTP students develop research and clinical skills to secure positions in the nation's top residency and fellowship programs in preparation for careers as medical school faculty members, heads of major divisions of the National Institutes of Health, and leaders in the pharmaceutical and biotechnology industries.   
      

","NIGMS","8479581","7/2/2012 12:00:00 AM","PA-10-036","3T32GM008152-26S1","3","T32","GM","008152","26","S","PREUSCH, PETER","7/1/1987 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1927660","CHETKOVICH, DANE M","Not Applicable","07","NEUROLOGY","005436803","KG76WYENL5K1","005436803","KG76WYENL5K1","US","41.896017","-87.616602","6144650","NORTHWESTERN UNIVERSITY AT CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606114579","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NHLBI","47532","2123"," ","49655",
"Cancer","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8494967","7/3/2012 12:00:00 AM","PA-08-226","3T32GM008444-21S1","3","T32","GM","008444","21","S","PREUSCH, PETER","7/1/1992 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1879382","FROHMAN, MICHAEL A.","Not Applicable","01","PHARMACOLOGY","804878247","M746VC6XMNH9","804878247","M746VC6XMNH9","US","40.907353","-73.128565","5992612","STATE UNIVERSITY NEW YORK STONY BROOK","STONY BROOK","NY","SCHOOLS OF MEDICINE","117943362","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NCI","41592","2123"," ","43715",
"Clinical Research","Medical;Scientist;Training Programs","Medical Scientist Training Program","  The relevance of physician scientist training programs is the recognition of the fundamental importance of interdisciplinary research and training in both clinical medical sciences and disease pathology and the elucidation of disease mechanisms through basic research. It has become apparent that the traditional segregation of analytical approaches to solving biomedically relevant problems is most fertile when integrated analyses involving diverse technologies across multiple disciplines occur. The Emory MSTP is perfectly situated to engage such a diverse training philosophy and has a long history of doing so.   
      

","NIGMS","8214190","6/28/2012 12:00:00 AM","PA-10-036","2T32GM008169-26","2","T32","GM","008169","26"," ","PREUSCH, PETER","7/1/1987 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1901541","PARKOS, CHARLES A","Not Applicable","05","PATHOLOGY","066469933","S352L5PJLMP8","066469933","S352L5PJLMP8","US","33.762977","-84.42296","2384501","EMORY UNIVERSITY","ATLANTA","GA","SCHOOLS OF MEDICINE","303224250","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","855576","38206"," ","893782",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program"," Northwestern University Medical Scientist Training Program The Northwestern University Medical Scientist Training Program prepares students for exciting and rewarding careers combining biomedical investigation and the practice of medicine. Through an integrated, 7- to 8-year course of study, MSTP students develop research and clinical skills to secure positions in the nation's top residency and fellowship programs in preparation for careers as medical school faculty members, heads of major divisions of the National Institutes of Health, and leaders in the pharmaceutical and biotechnology industries.   
      

","NIGMS","8214391","6/28/2012 12:00:00 AM","PA-10-036","2T32GM008152-26","2","T32","GM","008152","26"," ","PREUSCH, PETER","7/1/1987 12:00:00 AM","6/30/2017 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1927660","CHETKOVICH, DANE M","Not Applicable","07","NEUROLOGY","005436803","KG76WYENL5K1","005436803","KG76WYENL5K1","US","41.896017","-87.616602","6144650","NORTHWESTERN UNIVERSITY AT CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606114579","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","950640","42451"," ","993091",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8288057","6/29/2012 12:00:00 AM","PA-08-226","5T32GM008244-25","5","T32","GM","008244","25"," ","PREUSCH, PETER","7/1/1988 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1864119","SHIMIZU, YOJI ","Not Applicable","05","PATHOLOGY","555917996","KABJZBBJ4B54","555917996","KABJZBBJ4B54","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","SCHOOLS OF MEDICINE","554552070","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","427788","19103"," ","446891",
"Clinical Research; HIV/AIDS","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8288053","6/29/2012 12:00:00 AM"," ","5T32GM007309-38","5","T32","GM","007309","38"," ","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1880560","SILICIANO, ROBERT F","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","001910777","FTMTDMBR29C7","001910777","FTMTDMBR29C7","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","2281536","101883"," ","2280705",
"Clinical Research","Medical;Scientist;Training Programs","Medical Scientist Training Program"," The University of Iowa MSTP is committed to the goal of training outstanding students for careers as successful physician-scientists. We aspire to train individuals who will be leaders among the next generation of physician-scientists.  
    

","NIGMS","8286160","6/28/2012 12:00:00 AM","PA-10-036","5T32GM007337-35","5","T32","GM","007337","35"," ","PREUSCH, PETER","7/1/1977 12:00:00 AM","6/30/2016 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1859868","LENTZ, STEVEN R","Not Applicable","02","INTERNAL MEDICINE/MEDICINE","062761671","Z1H9VJS8NG16","062761671","Z1H9VJS8NG16","US","41.662689","-91.547715","3972901","UNIVERSITY OF IOWA","IOWA CITY","IA","SCHOOLS OF MEDICINE","522421320","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","808044","36084"," ","844128",
"Clinical Research","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8279190","6/29/2012 12:00:00 AM","PA-08-226","5T32GM007205-38","5","T32","GM","007205","38"," ","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2015 12:00:00 AM","ZGM1-BRT-X(TR)"," ","1866407","JAMIESON, JAMES DOUGLAS","Not Applicable","03","ANATOMY/CELL BIOLOGY","043207562","FL6GV84CKN57","043207562","FL6GV84CKN57","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","2138940","95515"," ","2234455",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8286146","6/28/2012 12:00:00 AM"," ","5T32GM007267-34","5","T32","GM","007267","34"," ","PREUSCH, PETER","7/1/1977 12:00:00 AM","6/30/2015 12:00:00 AM","ZGM1-BRT-X(TR)"," ","6398572","OWENS, GARY K","Not Applicable","05","PHYSIOLOGY","065391526","JJG6HU8PA4S5","065391526","JJG6HU8PA4S5","US","38.034207","-78.512346","1526402","UNIVERSITY OF VIRGINIA","CHARLOTTESVILLE","VA","SCHOOLS OF MEDICINE","229044195","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","522852","23348"," ","546200",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","n/a","NIGMS","8282727","6/28/2012 12:00:00 AM"," ","5T32GM007266-38","5","T32","GM","007266","38"," ","PREUSCH, PETER","7/1/1975 12:00:00 AM","6/30/2014 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","8062108","HORWITZ, MARSHALL S.","Not Applicable","07","PATHOLOGY","605799469","HD1WMN6945W6","605799469","HD1WMN6945W6","US","47.660049","-122.31441","9087701","UNIVERSITY OF WASHINGTON","SEATTLE","WA","SCHOOLS OF MEDICINE","981951016","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","1247812","61554"," ","1309366",
"No NIH Category available","Medical;Michigan;Scientist;Training Programs","Michigan Medical Scientist Training Program","n/a","NIGMS","8288734","6/29/2012 12:00:00 AM"," ","5T32GM007863-33","5","T32","GM","007863","33"," ","PREUSCH, PETER","8/1/1980 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1866410","KOENIG, RONALD JAY","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","073133571","GNJ7BBP73WE9","073133571","GNJ7BBP73WE9","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF MEDICINE","481091276","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NIGMS","1663620","74290"," ","1737910",
"Clinical Research","Medical;Michigan;Scientist;Training Programs","Michigan Medical Scientist Training Program","n/a","NIGMS","8508054","7/16/2012 12:00:00 AM"," ","3T32GM007863-33S1","3","T32","GM","007863","33","S","PREUSCH, PETER","8/1/1980 12:00:00 AM","6/30/2015 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1866410","KOENIG, RONALD JAY","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","073133571","GNJ7BBP73WE9","073133571","GNJ7BBP73WE9","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF MEDICINE","481091276","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM","859","Training, Institutional","2012"," "," ","NHLBI","47532","2123"," ","49655",
